"Analysis","Analysis_levels","TimeofManipulation","Prediction","Outcome","Suboutcome","OutlierRemove","N","j","n","k","Hedgesg","CI","z","p","Q","tau2.studylevel","tau2.outcomelevel","I2","Q.pval"
"FocalAnalysis_Step2_Individual_technique","Non-film related rumination","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","70","1","1","1","-1.022"," [-1.81, -0.23]","-2.543034164","0.010989448",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","60","1","1","1","-0.05499"," [-0.67, 0.56]","-0.173863432","0.861972792",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","74","1","1","1","0.53295"," [-0.06, 1.12]","1.774448323","0.075989023",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Sleep","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","92","2","2","2","-0.179791039472408"," [-0.68, 0.32]","-0.710356478075844","0.477483104769831","1.39115217115519","0.0181915096030674","0.0181915096009908","28.1171376717003","0.238210621865978"
"FocalAnalysis_Step2_Individual_technique","Thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","120","1","1","1","0.16278"," [-0.40, 0.73]","0.562945245","0.57347217",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat attention walk","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","60","1","1","1","0.06829"," [-0.44, 0.57]","0.264402593","0.791469714",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat vs. Neutral attention walk","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","60","1","1","1","-0.50684"," [-1.02, 0.01]","-1.932209741","0.053333623",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder +  visual stimulation imagery","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","114","1","1","3","-0.463450306516793"," [-0.73, -0.20]","-3.42652781156411","0.000611351152310976","0.872934069793611","0","0.00000000000643980745047012","0.00000001173319918461","0.646315803402202"
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + number counting","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","75","1","1","1","-0.39497"," [-0.95, 0.16]","-1.38302333","0.166657712",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + pub quiz","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","135","1","2","2","-0.355727848726982"," [-0.84, 0.12]","-1.45462203857455","0.145773926338326","1.33145696490361","0.0150870925615856","0.015087092231596","24.8943055302843","0.248546187553642"
"FocalAnalysis_Step2_Individual_technique","Unsupportive social interaction","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","81","1","1","1","-0.23374"," [-0.77, 0.30]","-0.850617165","0.394982051",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conceptual processing","Peri","Increase","Intrusion frequency","Intrusion diary","no","211","1","1","1","-0.10651"," [-0.57, 0.36]","-0.44632334","0.655363699",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Contextual information","Peri","Increase","Intrusion frequency","Intrusion diary","no","188","3","3","3","-0.370122639146992"," [-0.80, 0.06]","-1.70277470723446","0.088610237883048","2.68371219241299","0.0231437485415615","0.0231437486088873","31.7541634644244","0.261360108590614"
"FocalAnalysis_Step2_Individual_technique","Dissociation","Peri","Increase","Intrusion frequency","Intrusion diary","no","128","3","3","4","-0.0101548780761757"," [-0.61, 0.59]","-0.033289344584757","0.973443850841418","6.6486938019992","0.185756609024864","0.00000000010311412256495","62.5784718178904","0.0839792740684163"
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","Increase","Intrusion frequency","Intrusion diary","no","89","1","1","1","0.38615"," [-0.13, 0.90]","1.469214032","0.141774746",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional numbing","Peri","Increase","Intrusion frequency","Intrusion diary","no","56","1","1","1","0.22787"," [-0.42, 0.87]","0.690557735","0.489843516",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional suppression","Peri","Increase","Intrusion frequency","Intrusion diary","no","82","1","1","1","-0.0653"," [-0.50, 0.37]","-0.295579898","0.767550927",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Finger tapping","Peri","Increase","Intrusion frequency","Intrusion diary","no","39","1","1","1","0.98404"," [0.32, 1.65]","2.901195398","0.00371742",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Peri","Increase","Intrusion frequency","Intrusion diary","no","254","4","5","8","-0.395822338439117"," [-0.90, 0.11]","-1.52876343543684","0.126323099936412","18.7748126913973","0.206811477982026","0.0462396549317938","67.2562770762911","0.0089228075298086"
"FocalAnalysis_Step2_Individual_technique","Conceptual processing","Peri","Increase","Intrusion frequency","Intrusion diary","yes","211","1","1","1","-0.10651"," [-0.57, 0.36]","-0.44632334","0.655363699",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Contextual information","Peri","Increase","Intrusion frequency","Intrusion diary","yes","188","3","3","3","-0.370122639146992"," [-0.80, 0.06]","-1.70277470723446","0.088610237883048","2.68371219241299","0.0231437485415615","0.0231437486088873","31.7541634644244","0.261360108590614"
"FocalAnalysis_Step2_Individual_technique","Dissociation","Peri","Increase","Intrusion frequency","Intrusion diary","yes","128","3","3","4","-0.0101548780761757"," [-0.61, 0.59]","-0.033289344584757","0.973443850841418","6.6486938019992","0.185756609024864","0.00000000010311412256495","62.5784718178904","0.0839792740684163"
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","Increase","Intrusion frequency","Intrusion diary","yes","89","1","1","1","0.38615"," [-0.13, 0.90]","1.469214032","0.141774746",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional numbing","Peri","Increase","Intrusion frequency","Intrusion diary","yes","56","1","1","1","0.22787"," [-0.42, 0.87]","0.690557735","0.489843516",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional suppression","Peri","Increase","Intrusion frequency","Intrusion diary","yes","82","1","1","1","-0.0653"," [-0.50, 0.37]","-0.295579898","0.767550927",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Peri","Increase","Intrusion frequency","Intrusion diary","yes","254","4","5","8","-0.395822338439117"," [-0.90, 0.11]","-1.52876343543684","0.126323099936412","18.7748126913973","0.206811477982026","0.0462396549317938","67.2562770762911","0.0089228075298086"
"FocalAnalysis_Step2_Individual_technique","Guilt induction","Pre + peri","Increase","Intrusion frequency","Intrusion diary","no","108","1","1","1","-0.12967"," [-0.59, 0.33]","-0.556929824","0.577575377",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Guilt induction","Pre + peri","Increase","Intrusion frequency","Intrusion diary","yes","108","1","1","1","-0.12967"," [-0.59, 0.33]","-0.556929824","0.577575377",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Pre","Increase","Intrusion frequency","Intrusion diary","no","63","1","1","1","-0.186"," [-0.68, 0.31]","-0.734248503","0.462797297",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Low dose alcohol","Pre","Increase","Intrusion frequency","Intrusion diary","no","146","2","2","2","-0.402812707519991"," [-1.14, 0.33]","-1.07639701009347","0.281749738981512","2.90163494044589","0.0933988000996335","0.0933988003414497","65.5366708880164","0.0884897585800387"
"FocalAnalysis_Step2_Individual_technique","Low vs. High alcohol","Pre","Increase","Intrusion frequency","Intrusion diary","no","48","1","1","1","-0.57011"," [-1.28, 0.14]","-1.580720422","0.113941977",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Nicotine","Pre","Increase","Intrusion frequency","Intrusion diary","no","54","1","1","1","-0.31786"," [-0.85, 0.22]","-1.160590683","0.245808396",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Oxytocin","Pre","Increase","Intrusion frequency","Intrusion diary","no","201","1","1","1","-0.29668"," [-0.57, -0.02]","-2.090380707","0.036583615",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Pre","Increase","Intrusion frequency","Intrusion diary","no","175","2","2","2","0.118898516872672"," [-0.24, 0.48]","0.6502722407089","0.515516384723795","0.0000150041660880429","0.00000000000282343955128045","0.00000000000282343955128045","0.00000000784179850314967","0.996909385008337"
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Pre","Increase","Intrusion frequency","Intrusion diary","yes","63","1","1","1","-0.186"," [-0.68, 0.31]","-0.734248503","0.462797297",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Low dose alcohol","Pre","Increase","Intrusion frequency","Intrusion diary","yes","146","2","2","2","-0.402812707519991"," [-1.14, 0.33]","-1.07639701009347","0.281749738981512","2.90163494044589","0.0933988000996335","0.0933988003414497","65.5366708880164","0.0884897585800387"
"FocalAnalysis_Step2_Individual_technique","Low vs. High alcohol","Pre","Increase","Intrusion frequency","Intrusion diary","yes","48","1","1","1","-0.57011"," [-1.28, 0.14]","-1.580720422","0.113941977",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Nicotine","Pre","Increase","Intrusion frequency","Intrusion diary","yes","54","1","1","1","-0.31786"," [-0.85, 0.22]","-1.160590683","0.245808396",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Oxytocin","Pre","Increase","Intrusion frequency","Intrusion diary","yes","201","1","1","1","-0.29668"," [-0.57, -0.02]","-2.090380707","0.036583615",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Pre","Increase","Intrusion frequency","Intrusion diary","yes","175","2","2","2","0.118898516872672"," [-0.24, 0.48]","0.6502722407089","0.515516384723795","0.0000150041660880429","0.00000000000282343955128045","0.00000000000282343955128045","0.00000000784179850314967","0.996909385008337"
"FocalAnalysis_Step2_Individual_technique","Tetris","Delayed post","Unspecified","Intrusion frequency","Intrusion diary","no","72","1","1","1","0.59455"," [-0.07, 1.26]","1.745494692","0.080898796",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder","Delayed post","Unspecified","Intrusion frequency","Intrusion diary","no","72","1","1","1","0.10711"," [-0.55, 0.76]","0.321094669","0.74813865",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + word game vs. Trauma reminder","Delayed post","Unspecified","Intrusion frequency","Intrusion diary","no","86","1","1","1","0.68259"," [0.15, 1.21]","2.525266881","0.011561046",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Tetris","Delayed post","Unspecified","Intrusion frequency","Intrusion diary","yes","72","1","1","1","0.59455"," [-0.07, 1.26]","1.745494692","0.080898796",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder","Delayed post","Unspecified","Intrusion frequency","Intrusion diary","yes","72","1","1","1","0.10711"," [-0.55, 0.76]","0.321094669","0.74813865",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + word game vs. Trauma reminder","Delayed post","Unspecified","Intrusion frequency","Intrusion diary","yes","86","1","1","1","0.68259"," [0.15, 1.21]","2.525266881","0.011561046",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Autobiographical memory elaboration","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","101","1","1","1","0.00665"," [-0.47, 0.48]","0.027299517","0.978220842",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","41","1","1","3","-0.050991665671354"," [-0.56, 0.46]","-0.19745696754259","0.843469953364809","0.00175011700366928","0","0.00000000000495999388656756","0.00000000247917058263053","0.999125324250205"
"FocalAnalysis_Step2_Individual_technique","Dog interaction film","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","60","1","1","1","-0.07471"," [-0.69, 0.55]","-0.23616351","0.813305793",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","539","5","5","6","0.161869860363002"," [-0.06, 0.38]","1.46110031292273","0.143987914372975","3.01917861169359","0.0000000000148762206371918","0","0.0000000201586004724008","0.697028901317949"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience vs. Positive imagery","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","76","1","1","1","-0.2529"," [-0.80, 0.29]","-0.907546533","0.364117854",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","80","1","1","1","-0.39558"," [-1.02, 0.23]","-1.238889651","0.215386367",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative feedback","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","72","1","1","1","0.15747"," [-0.41, 0.72]","0.544664005","0.585984626",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Observer perspective recall","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","85","1","1","1","-0.00874"," [-0.55, 0.53]","-0.031804633","0.974627852",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Social comparison","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","120","1","1","9","0.340147830334675"," [0.17, 0.51]","3.91594405867129","0.0000900511287443533","4.34229551003286","0","0.00000000000413172398516051","0.00000000608432225866037","0.824995743177777"
"FocalAnalysis_Step2_Individual_technique","Therapy dog interaction","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","60","1","1","1","-0.4555"," [-1.08, 0.17]","-1.422081482","0.155002598",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Thought suppression","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","80","1","1","1","-0.09758"," [-0.72, 0.52]","-0.308376472","0.757795883",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma re-exposure","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","115","1","1","1","-0.04336"," [-0.49, 0.40]","-0.191189418","0.848377194",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Ve allocentric recognition memory task","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","45","1","1","3","-0.286917257953817"," [-1.10, 0.53]","-0.689033598249836","0.490802124530283","7.43365642508452","0","0.379711700312215","72.9967652626732","0.0243109548696516"
"FocalAnalysis_Step2_Individual_technique","Visual stimulation","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","120","1","1","3","-0.0800521755453168"," [-0.34, 0.18]","-0.610077791052318","0.541810277711654","2.06144443015953","0","0.00139467770894033","2.70004297969405","0.356749217842689"
"FocalAnalysis_Step2_Individual_technique","Wakeful rest","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","no","85","1","2","2","0.381635780183449"," [-0.03, 0.79]","1.8156548883766","0.0694233281590155","1.29994656399363","0.0112959886361773","0.0112959886347018","23.073762680103","0.25422298453477"
"FocalAnalysis_Step2_Individual_technique","Autobiographical memory elaboration","Immediate post","Unspecified","Intrusion frequency","Intrusion diary","yes","101","1","1","1","0.00665"," [-0.47, 0.48]","0.027299517","0.978220842",NA,NA,NA,NA,NA
