Analysis,Individual Technique Name,Time of Administration,Prediction,Outcome,Suboutcome,OutlierRemove,N,j,n,k,Hedgesg,CI,z,p,Q,tau2.studylevel,tau2.outcomelevel,I2,Q.pval
Individual Technique,Open-label placebo,Immediate + delayed post,All,Intrusion symptoms,NA,no,112,1,1,1,0.2446," [-0.21, 0.70]",1.047777948,0.294740925,NA,NA,NA,NA,NA
Individual Technique,Deceptive placebo,Immediate + delayed post,All,Intrusion symptoms,NA,yes,112,1,1,1,0.63675," [0.18, 1.10]",2.707760973,0.006773879,NA,NA,NA,NA,NA
Individual Technique,Open-label placebo,Immediate + delayed post,All,Intrusion symptoms,NA,yes,112,1,1,1,0.2446," [-0.21, 0.70]",1.047777948,0.294740925,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Immediate post,All,Intrusion symptoms,NA,no,41,1,1,1,-0.54974," [-1.44, 0.34]",-1.206679975,0.227555414,NA,NA,NA,NA,NA
Individual Technique,Cold vs. Warm water stress,Immediate post,All,Intrusion symptoms,NA,no,78,1,1,1,-0.14949," [-0.59, 0.29]",-0.659223974,0.509751954,NA,NA,NA,NA,NA
Individual Technique,Conscious vs. Unconscious imagery re-experience,Immediate post,All,Intrusion symptoms,NA,no,51,1,1,1,-0.63652," [-1.33, 0.05]",-1.810489698,0.070219881,NA,NA,NA,NA,NA
Individual Technique,Exercise vs. Walk,Immediate post,All,Intrusion symptoms,NA,no,49,1,1,1,-0.66384," [-1.24, -0.09]",-2.26151799,0.0237272,NA,NA,NA,NA,NA
Individual Technique,Field perspective recall,Immediate post,All,Intrusion symptoms,NA,no,85,1,1,1,-0.53693," [-1.10, 0.02]",-1.880427079,0.060049896,NA,NA,NA,NA,NA
Individual Technique,Field vs. Observer perspective recall,Immediate post,All,Intrusion symptoms,NA,no,85,1,1,1,-0.92973," [-1.51, -0.35]",-3.120464964,0.001805658,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion symptoms,NA,no,116,1,2,2,0.150098775," [-0.21, 0.51]",0.806476833,0.419967961,0.316501887,1.46502E-12,1.46502E-12,4.22745E-09,0.573717506
Individual Technique,Hydrocortisone,Immediate post,All,Intrusion symptoms,NA,no,88,1,1,1,0.40747," [-0.11, 0.93]",1.535734556,0.124603496,NA,NA,NA,NA,NA
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion symptoms,NA,no,236,3,3,4,-0.136086871," [-0.63, 0.36]",-0.534858364,0.592747801,11.64214019,4.20062E-10,0.186624366,73.12227079,0.008715196
Individual Technique,Imagery re-experience + eye movement,Immediate post,All,Intrusion symptoms,NA,no,250,1,3,3,0.259363201," [-0.06, 0.58]",1.580408088,0.114013441,0.469536608,7.01147E-13,7.01147E-13,1.7355E-09,0.790754043
Individual Technique,Imagery re-experience + number counting,Immediate post,All,Intrusion symptoms,NA,no,250,1,3,3,0.559726172," [0.23, 0.89]",3.358225247,0.000784447,0.666290546,6.42855E-13,6.42855E-13,1.54179E-09,0.716666074
Individual Technique,Invalidate talk,Immediate post,All,Intrusion symptoms,NA,no,256,1,1,1,0.32135," [-0.03, 0.67]",1.806222039,0.070883664,NA,NA,NA,NA,NA
Individual Technique,Mindfulness vs. Muscle relaxation,Immediate post,All,Intrusion symptoms,NA,no,60,1,1,1,0," [-0.54, 0.54]",0,1,NA,NA,NA,NA,NA
Individual Technique,Negative appraisal ,Immediate post,All,Intrusion symptoms,NA,no,45,1,1,1,-2.67004," [-3.65, -1.69]",-5.317243905,1.05351E-07,NA,NA,NA,NA,NA
Individual Technique,Negative expectation towards intrusion,Immediate post,All,Intrusion symptoms,NA,no,89,1,1,1,0.19697," [-0.29, 0.68]",0.792011115,0.428354195,NA,NA,NA,NA,NA
Individual Technique,Negative feedback,Immediate post,All,Intrusion symptoms,NA,no,72,1,1,2,0.254361876," [-0.18, 0.68]",1.159597177,0.246212851,1.138673692,0,0.011721395,12.17852843,0.285932758
Individual Technique,Neutral attention walk,Immediate post,All,Intrusion symptoms,NA,no,60,1,1,1,-0.43216," [-0.94, 0.08]",-1.654559307,0.098013924,NA,NA,NA,NA,NA
Individual Technique,Number counting,Immediate post,All,Intrusion symptoms,NA,no,41,1,1,2,0.032402616," [-0.58, 0.65]",0.103127005,0.917862172,0.858349733,0,1.30873E-10,6.62532E-08,0.35420092
Individual Technique,Observer perspective recall,Immediate post,All,Intrusion symptoms,NA,no,85,1,1,1,0.28116," [-0.26, 0.82]",1.018231547,0.308567931,NA,NA,NA,NA,NA
Individual Technique,Past vs. Now verbal training,Immediate post,All,Intrusion symptoms,NA,no,96,1,1,1,0.11137," [-0.17, 0.39]",0.770996685,0.440708896,NA,NA,NA,NA,NA
Individual Technique,Positive appraisal,Immediate post,All,Intrusion symptoms,NA,no,45,1,1,1,1.11276," [0.34, 1.88]",2.835844659,0.004570467,NA,NA,NA,NA,NA
Individual Technique,Positive expectation towards intrusion,Immediate post,All,Intrusion symptoms,NA,no,89,1,1,1,0.12791," [-0.40, 0.65]",0.476310723,0.633853027,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Immediate post,All,Intrusion symptoms,NA,no,267,2,2,3,-0.048464145," [-0.41, 0.31]",-0.263506622,0.79216012,4.459162849,8.90266E-12,0.056082038,55.26666374,0.107573448
Individual Technique,Propranolol,Immediate post,All,Intrusion symptoms,NA,no,88,1,1,1,0.46066," [-0.06, 0.98]",1.745945621,0.080820402,NA,NA,NA,NA,NA
Individual Technique,Prosocial behavior,Immediate post,All,Intrusion symptoms,NA,no,180,1,2,2,0.506665599," [0.21, 0.80]",3.345085621,0.000822572,0.084001743,2.07238E-12,2.07238E-12,9.03295E-09,0.771945881
Individual Technique,Self efficacy,Immediate post,All,Intrusion symptoms,NA,no,74,1,1,2,-0.000764793," [-0.40, 0.40]",-0.003718653,0.997032951,0.648242443,0,4.3659E-13,5.15546E-10,0.420741754
Individual Technique,Sleep,Immediate post,All,Intrusion symptoms,NA,no,295,5,5,5,0.000524245," [-0.45, 0.45]",0.00227184,0.998187336,14.78003544,0.095731808,0.095731808,72.65239935,0.005179871
Individual Technique,Social comparison,Immediate post,All,Intrusion symptoms,NA,no,120,1,1,3,0.347077542," [0.02, 0.67]",2.104792419,0.035309381,2.406029891,0,0.013445233,16.47993315,0.300287495
Individual Technique,Talk alone,Immediate post,All,Intrusion symptoms,NA,no,256,1,1,1,0.57893," [0.23, 0.93]",3.208412675,0.001334698,NA,NA,NA,NA,NA
Individual Technique,Threat attention walk,Immediate post,All,Intrusion symptoms,NA,no,60,1,1,1,0.4211," [-0.09, 0.93]",1.613118632,0.106718737,NA,NA,NA,NA,NA
Individual Technique,Threat vs. Neutral attention walk,Immediate post,All,Intrusion symptoms,NA,no,60,1,1,1,0," [-0.51, 0.51]",0,1,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder +  visual stimulation imagery,Immediate post,All,Intrusion symptoms,NA,no,114,1,1,1,-0.43568," [-0.89, 0.02]",-1.864396724,0.062266013,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + d-corsi vs. Trauma reminder,Immediate post,All,Intrusion symptoms,NA,no,107,1,1,1,0.08568," [-0.39, 0.56]",0.353098275,0.724014766,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + imagery rescripting vs. Trauma reminder,Immediate post,All,Intrusion symptoms,NA,no,60,1,1,1,0.25133," [-0.37, 0.87]",0.791671272,0.428552378,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Immediate post,All,Intrusion symptoms,NA,no,267,4,4,4,0.367967948," [0.09, 0.64]",2.61227074,0.008994299,1.851994526,4.09773E-12,4.09752E-12,1.01256E-08,0.603686228
Individual Technique,Unconscious imagery re-experience,Immediate post,All,Intrusion symptoms,NA,no,51,1,1,1,0.40916," [-0.27, 1.09]",1.180598602,0.237762219,NA,NA,NA,NA,NA
Individual Technique,Validate talk,Immediate post,All,Intrusion symptoms,NA,no,256,1,1,1,0.4148," [0.06, 0.76]",2.321610279,0.02025393,NA,NA,NA,NA,NA
Individual Technique,Visual stimulation,Immediate post,All,Intrusion symptoms,NA,no,120,1,1,2,-0.014375841," [-0.32, 0.30]",-0.090793793,0.927656442,0.885738741,0,1.21882E-11,2.43083E-08,0.346634687
Individual Technique,Visual stimulation imagery,Immediate post,All,Intrusion symptoms,NA,no,114,1,1,1,-0.18887," [-0.64, 0.26]",-0.821150564,0.411560512,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Immediate post,All,Intrusion symptoms,NA,yes,41,1,1,1,-0.54974," [-1.44, 0.34]",-1.206679975,0.227555414,NA,NA,NA,NA,NA
Individual Technique,Cold vs. Warm water stress,Immediate post,All,Intrusion symptoms,NA,yes,78,1,1,1,-0.14949," [-0.59, 0.29]",-0.659223974,0.509751954,NA,NA,NA,NA,NA
Individual Technique,Conscious vs. Unconscious imagery re-experience,Immediate post,All,Intrusion symptoms,NA,yes,51,1,1,1,-0.63652," [-1.33, 0.05]",-1.810489698,0.070219881,NA,NA,NA,NA,NA
Individual Technique,Exercise vs. Walk,Immediate post,All,Intrusion symptoms,NA,yes,49,1,1,1,-0.66384," [-1.24, -0.09]",-2.26151799,0.0237272,NA,NA,NA,NA,NA
Individual Technique,Field perspective recall,Immediate post,All,Intrusion symptoms,NA,yes,85,1,1,1,-0.53693," [-1.10, 0.02]",-1.880427079,0.060049896,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion symptoms,NA,yes,116,1,2,2,0.150098775," [-0.21, 0.51]",0.806476833,0.419967961,0.316501887,1.46502E-12,1.46502E-12,4.22745E-09,0.573717506
Individual Technique,Hydrocortisone,Immediate post,All,Intrusion symptoms,NA,yes,88,1,1,1,0.40747," [-0.11, 0.93]",1.535734556,0.124603496,NA,NA,NA,NA,NA
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion symptoms,NA,yes,236,3,3,3,0.094749121," [-0.24, 0.43]",0.555537812,0.578526854,2.521618131,0.006027915,0.006027915,13.26135074,0.283424625
Individual Technique,Imagery re-experience + eye movement,Immediate post,All,Intrusion symptoms,NA,yes,250,1,3,3,0.259363201," [-0.06, 0.58]",1.580408088,0.114013441,0.469536608,7.01147E-13,7.01147E-13,1.7355E-09,0.790754043
Individual Technique,Imagery re-experience + number counting,Immediate post,All,Intrusion symptoms,NA,yes,250,1,3,3,0.559726172," [0.23, 0.89]",3.358225247,0.000784447,0.666290546,6.42855E-13,6.42855E-13,1.54179E-09,0.716666074
Individual Technique,Invalidate talk,Immediate post,All,Intrusion symptoms,NA,yes,256,1,1,1,0.32135," [-0.03, 0.67]",1.806222039,0.070883664,NA,NA,NA,NA,NA
Individual Technique,Mindfulness vs. Muscle relaxation,Immediate post,All,Intrusion symptoms,NA,yes,60,1,1,1,0," [-0.54, 0.54]",0,1,NA,NA,NA,NA,NA
Individual Technique,Negative expectation towards intrusion,Immediate post,All,Intrusion symptoms,NA,yes,89,1,1,1,0.19697," [-0.29, 0.68]",0.792011115,0.428354195,NA,NA,NA,NA,NA
Individual Technique,Negative feedback,Immediate post,All,Intrusion symptoms,NA,yes,72,1,1,2,0.254361876," [-0.18, 0.68]",1.159597177,0.246212851,1.138673692,0,0.011721395,12.17852843,0.285932758
Individual Technique,Neutral attention walk,Immediate post,All,Intrusion symptoms,NA,yes,60,1,1,1,-0.43216," [-0.94, 0.08]",-1.654559307,0.098013924,NA,NA,NA,NA,NA
Individual Technique,Number counting,Immediate post,All,Intrusion symptoms,NA,yes,41,1,1,2,0.032402616," [-0.58, 0.65]",0.103127005,0.917862172,0.858349733,0,1.30873E-10,6.62532E-08,0.35420092
Individual Technique,Observer perspective recall,Immediate post,All,Intrusion symptoms,NA,yes,85,1,1,1,0.28116," [-0.26, 0.82]",1.018231547,0.308567931,NA,NA,NA,NA,NA
Individual Technique,Past vs. Now verbal training,Immediate post,All,Intrusion symptoms,NA,yes,96,1,1,1,0.11137," [-0.17, 0.39]",0.770996685,0.440708896,NA,NA,NA,NA,NA
Individual Technique,Positive expectation towards intrusion,Immediate post,All,Intrusion symptoms,NA,yes,89,1,1,1,0.12791," [-0.40, 0.65]",0.476310723,0.633853027,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Immediate post,All,Intrusion symptoms,NA,yes,267,2,2,3,-0.048464145," [-0.41, 0.31]",-0.263506622,0.79216012,4.459162849,8.90266E-12,0.056082038,55.26666374,0.107573448
Individual Technique,Propranolol,Immediate post,All,Intrusion symptoms,NA,yes,88,1,1,1,0.46066," [-0.06, 0.98]",1.745945621,0.080820402,NA,NA,NA,NA,NA
Individual Technique,Prosocial behavior,Immediate post,All,Intrusion symptoms,NA,yes,180,1,2,2,0.506665599," [0.21, 0.80]",3.345085621,0.000822572,0.084001743,2.07238E-12,2.07238E-12,9.03295E-09,0.771945881
Individual Technique,Self efficacy,Immediate post,All,Intrusion symptoms,NA,yes,74,1,1,2,-0.000764793," [-0.40, 0.40]",-0.003718653,0.997032951,0.648242443,0,4.3659E-13,5.15546E-10,0.420741754
Individual Technique,Sleep,Immediate post,All,Intrusion symptoms,NA,yes,295,5,5,5,0.000524245," [-0.45, 0.45]",0.00227184,0.998187336,14.78003544,0.095731808,0.095731808,72.65239935,0.005179871
Individual Technique,Social comparison,Immediate post,All,Intrusion symptoms,NA,yes,120,1,1,3,0.347077542," [0.02, 0.67]",2.104792419,0.035309381,2.406029891,0,0.013445233,16.47993315,0.300287495
Individual Technique,Talk alone,Immediate post,All,Intrusion symptoms,NA,yes,256,1,1,1,0.57893," [0.23, 0.93]",3.208412675,0.001334698,NA,NA,NA,NA,NA
Individual Technique,Threat attention walk,Immediate post,All,Intrusion symptoms,NA,yes,60,1,1,1,0.4211," [-0.09, 0.93]",1.613118632,0.106718737,NA,NA,NA,NA,NA
Individual Technique,Threat vs. Neutral attention walk,Immediate post,All,Intrusion symptoms,NA,yes,60,1,1,1,0," [-0.51, 0.51]",0,1,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder +  visual stimulation imagery,Immediate post,All,Intrusion symptoms,NA,yes,114,1,1,1,-0.43568," [-0.89, 0.02]",-1.864396724,0.062266013,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + d-corsi vs. Trauma reminder,Immediate post,All,Intrusion symptoms,NA,yes,107,1,1,1,0.08568," [-0.39, 0.56]",0.353098275,0.724014766,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + imagery rescripting vs. Trauma reminder,Immediate post,All,Intrusion symptoms,NA,yes,60,1,1,1,0.25133," [-0.37, 0.87]",0.791671272,0.428552378,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Immediate post,All,Intrusion symptoms,NA,yes,267,4,4,4,0.367967948," [0.09, 0.64]",2.61227074,0.008994299,1.851994526,4.09773E-12,4.09752E-12,1.01256E-08,0.603686228
Individual Technique,Unconscious imagery re-experience,Immediate post,All,Intrusion symptoms,NA,yes,51,1,1,1,0.40916," [-0.27, 1.09]",1.180598602,0.237762219,NA,NA,NA,NA,NA
Individual Technique,Validate talk,Immediate post,All,Intrusion symptoms,NA,yes,256,1,1,1,0.4148," [0.06, 0.76]",2.321610279,0.02025393,NA,NA,NA,NA,NA
Individual Technique,Visual stimulation,Immediate post,All,Intrusion symptoms,NA,yes,120,1,1,2,-0.014375841," [-0.32, 0.30]",-0.090793793,0.927656442,0.885738741,0,1.21882E-11,2.43083E-08,0.346634687
Individual Technique,Visual stimulation imagery,Immediate post,All,Intrusion symptoms,NA,yes,114,1,1,1,-0.18887," [-0.64, 0.26]",-0.821150564,0.411560512,NA,NA,NA,NA,NA
Individual Technique,Social support,Peri + immediate post,All,Intrusion symptoms,NA,no,67,1,1,1,-0.62828," [-1.12, -0.14]",-2.507780322,0.012149217,NA,NA,NA,NA,NA
Individual Technique,Social support,Peri + immediate post,All,Intrusion symptoms,NA,yes,67,1,1,1,-0.62828," [-1.12, -0.14]",-2.507780322,0.012149217,NA,NA,NA,NA,NA
Individual Technique,Attachment priming,Peri,All,Intrusion symptoms,NA,no,63,1,1,1,0.36075," [-0.15, 0.87]",1.385965721,0.165757371,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Peri,All,Intrusion symptoms,NA,no,86,1,1,1,0.44982," [-0.09, 0.99]",1.64699962,0.099558124,NA,NA,NA,NA,NA
Individual Technique,Cold vs. Warm water stress,Peri,All,Intrusion symptoms,NA,no,55,1,1,1,-0.01287," [-0.54, 0.52]",-0.047510275,0.962106541,NA,NA,NA,NA,NA
Individual Technique,Conceptual processing,Peri,All,Intrusion symptoms,NA,no,211,1,1,1,0.03842," [-0.43, 0.51]",0.161104042,0.872011457,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Peri,All,Intrusion symptoms,NA,no,110,1,1,2,-0.056057451," [-0.38, 0.27]",-0.337141348,0.736010349,0.169370283,0,4.61217E-12,8.34103E-09,0.680672064
Individual Technique,Data-driven processing,Peri,All,Intrusion symptoms,NA,no,211,1,1,1,0.01867," [-0.45, 0.49]",0.078303431,0.937586689,NA,NA,NA,NA,NA
Individual Technique,Finger tapping,Peri,All,Intrusion symptoms,NA,no,40,1,1,1,-0.01006," [-0.80, 0.78]",-0.024959113,0.980087576,NA,NA,NA,NA,NA
Individual Technique,Hyperventilation provocation test (hvpt),Peri,All,Intrusion symptoms,NA,no,65,1,1,1,0.56902," [-0.04, 1.18]",1.828530108,0.067470031,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers,Peri,All,Intrusion symptoms,NA,no,65,1,1,1,-0.03632," [-0.63, 0.56]",-0.119043244,0.905241095,NA,NA,NA,NA,NA
Individual Technique,Number counting,Peri,All,Intrusion symptoms,NA,no,126,2,2,2,-0.036162082," [-0.82, 0.75]",-0.09036512,0.927997074,3.075246979,0.10946409,0.10946409,67.48228651,0.079492519
Individual Technique,Attachment priming,Peri,All,Intrusion symptoms,NA,yes,63,1,1,1,0.36075," [-0.15, 0.87]",1.385965721,0.165757371,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Peri,All,Intrusion symptoms,NA,yes,86,1,1,1,0.44982," [-0.09, 0.99]",1.64699962,0.099558124,NA,NA,NA,NA,NA
Individual Technique,Cold vs. Warm water stress,Peri,All,Intrusion symptoms,NA,yes,55,1,1,1,-0.01287," [-0.54, 0.52]",-0.047510275,0.962106541,NA,NA,NA,NA,NA
Individual Technique,Conceptual processing,Peri,All,Intrusion symptoms,NA,yes,211,1,1,1,0.03842," [-0.43, 0.51]",0.161104042,0.872011457,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Peri,All,Intrusion symptoms,NA,yes,110,1,1,2,-0.056057451," [-0.38, 0.27]",-0.337141348,0.736010349,0.169370283,0,4.61217E-12,8.34103E-09,0.680672064
Individual Technique,Data-driven processing,Peri,All,Intrusion symptoms,NA,yes,211,1,1,1,0.01867," [-0.45, 0.49]",0.078303431,0.937586689,NA,NA,NA,NA,NA
Individual Technique,Finger tapping,Peri,All,Intrusion symptoms,NA,yes,40,1,1,1,-0.01006," [-0.80, 0.78]",-0.024959113,0.980087576,NA,NA,NA,NA,NA
Individual Technique,Hyperventilation provocation test (hvpt),Peri,All,Intrusion symptoms,NA,yes,65,1,1,1,0.56902," [-0.04, 1.18]",1.828530108,0.067470031,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers,Peri,All,Intrusion symptoms,NA,yes,65,1,1,1,-0.03632," [-0.63, 0.56]",-0.119043244,0.905241095,NA,NA,NA,NA,NA
Individual Technique,Number counting,Peri,All,Intrusion symptoms,NA,yes,126,2,2,2,-0.036162082," [-0.82, 0.75]",-0.09036512,0.927997074,3.075246979,0.10946409,0.10946409,67.48228651,0.079492519
Individual Technique,Broad vs. Narrow trauma belief,Pre,All,Intrusion symptoms,NA,no,293,1,1,1,0.14179," [-0.09, 0.37]",1.208926725,0.226690998,NA,NA,NA,NA,NA
Individual Technique,Low vs. High resistance to proactive interference,Pre,All,Intrusion symptoms,NA,no,54,1,1,1,0.03228," [-0.50, 0.57]",0.118533228,0.905645169,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Pre,All,Intrusion symptoms,NA,no,52,1,1,1,0.22923," [-0.32, 0.78]",0.823180698,0.410405244,NA,NA,NA,NA,NA
Individual Technique,Real vs. Fake trauma video,Pre,All,Intrusion symptoms,NA,no,85,1,1,2,-0.498423249," [-0.81, -0.19]",-3.150635909,0.001629154,0.014905433,0,6.47598E-12,1.29235E-08,0.902829477
Individual Technique,Self efficacy,Pre,All,Intrusion symptoms,NA,no,113,1,1,2,-0.126885629," [-0.45, 0.19]",-0.776078104,0.437702871,0.017322252,0,8.00659E-12,1.4974E-08,0.895289591
Individual Technique,Broad vs. Narrow trauma belief,Pre,All,Intrusion symptoms,NA,yes,293,1,1,1,0.14179," [-0.09, 0.37]",1.208926725,0.226690998,NA,NA,NA,NA,NA
Individual Technique,Low vs. High resistance to proactive interference,Pre,All,Intrusion symptoms,NA,yes,54,1,1,1,0.03228," [-0.50, 0.57]",0.118533228,0.905645169,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Pre,All,Intrusion symptoms,NA,yes,52,1,1,1,0.22923," [-0.32, 0.78]",0.823180698,0.410405244,NA,NA,NA,NA,NA
Individual Technique,Real vs. Fake trauma video,Pre,All,Intrusion symptoms,NA,yes,85,1,1,2,-0.498423249," [-0.81, -0.19]",-3.150635909,0.001629154,0.014905433,0,6.47598E-12,1.29235E-08,0.902829477
Individual Technique,Self efficacy,Pre,All,Intrusion symptoms,NA,yes,113,1,1,2,-0.126885629," [-0.45, 0.19]",-0.776078104,0.437702871,0.017322252,0,8.00659E-12,1.4974E-08,0.895289591
Individual Technique,Hydrocortisone,Delayed post,All,Intrusion-related distress,NA,no,65,1,1,2,-0.176162814," [-0.52, 0.17]",-1.0019969,0.31634509,0.126840447,0,6.74459E-12,1.091E-08,0.721730731
Individual Technique,Pre-neutral vs. Pre-negative trauma reminder,Delayed post,All,Intrusion-related distress,NA,no,173,1,1,1,-0.11258," [-0.52, 0.30]",-0.53937524,0.589627962,NA,NA,NA,NA,NA
Individual Technique,Pre-vs. Post-extinction using trauma reminder,Delayed post,All,Intrusion-related distress,NA,no,173,1,1,1,-0.17864," [-0.58, 0.22]",-0.873438126,0.382424317,NA,NA,NA,NA,NA
Individual Technique,Sleep-directed hypnosis,Delayed post,All,Intrusion-related distress,NA,no,181,1,1,2,-0.069116186," [-0.28, 0.14]",-0.657058595,0.511143241,0.084457741,0,3.70963E-12,1.67629E-08,0.771344915
Individual Technique,Trauma reminder + extinction vs. Extinction,Delayed post,All,Intrusion-related distress,NA,no,173,1,1,1,-0.02672," [-0.45, 0.39]",-0.125074993,0.90046418,NA,NA,NA,NA,NA
Individual Technique,Hydrocortisone,Delayed post,All,Intrusion-related distress,NA,yes,65,1,1,2,-0.176162814," [-0.52, 0.17]",-1.0019969,0.31634509,0.126840447,0,6.74459E-12,1.091E-08,0.721730731
Individual Technique,Pre-neutral vs. Pre-negative trauma reminder,Delayed post,All,Intrusion-related distress,NA,yes,173,1,1,1,-0.11258," [-0.52, 0.30]",-0.53937524,0.589627962,NA,NA,NA,NA,NA
Individual Technique,Pre-vs. Post-extinction using trauma reminder,Delayed post,All,Intrusion-related distress,NA,yes,173,1,1,1,-0.17864," [-0.58, 0.22]",-0.873438126,0.382424317,NA,NA,NA,NA,NA
Individual Technique,Sleep-directed hypnosis,Delayed post,All,Intrusion-related distress,NA,yes,181,1,1,2,-0.069116186," [-0.28, 0.14]",-0.657058595,0.511143241,0.084457741,0,3.70963E-12,1.67629E-08,0.771344915
Individual Technique,Trauma reminder + extinction vs. Extinction,Delayed post,All,Intrusion-related distress,NA,yes,173,1,1,1,-0.02672," [-0.45, 0.39]",-0.125074993,0.90046418,NA,NA,NA,NA,NA
Individual Technique,Deceptive placebo,Immediate + delayed post,All,Intrusion-related distress,NA,no,112,1,1,1,0.18885," [-0.26, 0.64]",0.821342103,0.411451432,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate + delayed post,All,Intrusion-related distress,NA,no,139,2,2,3,-0.370511874," [-0.67, -0.07]",-2.412825713,0.015829387,2.044813616,2.94322E-12,0.009276507,12.75371267,0.359728101
Individual Technique,Non-film related rumination,Immediate + delayed post,All,Intrusion-related distress,NA,no,57,1,1,1,-0.62368," [-1.28, 0.04]",-1.851711667,0.064067238,NA,NA,NA,NA,NA
Individual Technique,Open-label placebo,Immediate + delayed post,All,Intrusion-related distress,NA,no,112,1,1,1,0.57921," [0.11, 1.04]",2.439782049,0.014696125,NA,NA,NA,NA,NA
Individual Technique,Deceptive placebo,Immediate + delayed post,All,Intrusion-related distress,NA,yes,112,1,1,1,0.18885," [-0.26, 0.64]",0.821342103,0.411451432,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate + delayed post,All,Intrusion-related distress,NA,yes,139,2,2,2,-0.209484175," [-0.57, 0.15]",-1.148930484,0.250584647,0.000109336,5.04223E-12,5.04223E-12,1.32472E-08,0.991657165
Individual Technique,Non-film related rumination,Immediate + delayed post,All,Intrusion-related distress,NA,yes,57,1,1,1,-0.62368," [-1.28, 0.04]",-1.851711667,0.064067238,NA,NA,NA,NA,NA
Individual Technique,Open-label placebo,Immediate + delayed post,All,Intrusion-related distress,NA,yes,112,1,1,1,0.57921," [0.11, 1.04]",2.439782049,0.014696125,NA,NA,NA,NA,NA
Individual Technique,Bilateral eye movement,Immediate post,All,Intrusion-related distress,NA,no,66,1,1,1,0.70342," [0.21, 1.20]",2.771648685,0.005577319,NA,NA,NA,NA,NA
Individual Technique,Block rehearsal + thought suppression,Immediate post,All,Intrusion-related distress,NA,no,120,1,1,1,0.16679," [-0.40, 0.73]",0.576767436,0.56409657,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Immediate post,All,Intrusion-related distress,NA,no,41,1,1,1,-0.11839," [-1.00, 0.76]",-0.264492215,0.791400663,NA,NA,NA,NA,NA
Individual Technique,Concrete processing,Immediate post,All,Intrusion-related distress,NA,no,83,1,1,2,-0.247872807," [-0.62, 0.13]",-1.292884448,0.196051027,0.611915136,0,2.57471E-12,3.50206E-09,0.434067638
Individual Technique,Concrete processing vs. Film-related rumination,Immediate post,All,Intrusion-related distress,NA,no,83,1,1,2,0.075047012," [-0.30, 0.45]",0.396844033,0.691482478,0.13705418,0,6.18815E-12,8.65173E-09,0.711227299
Individual Technique,Dog interaction film,Immediate post,All,Intrusion-related distress,NA,no,60,1,1,1,0.40112," [-0.22, 1.03]",1.255896511,0.209153494,NA,NA,NA,NA,NA
Individual Technique,Exercise,Immediate post,All,Intrusion-related distress,NA,no,71,1,1,1,-0.07221," [-0.64, 0.50]",-0.247395682,0.804602015,NA,NA,NA,NA,NA
Individual Technique,Extinction,Immediate post,All,Intrusion-related distress,NA,no,84,1,1,1,0.17862," [-0.28, 0.64]",0.755515891,0.449939501,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion-related distress,NA,no,199,2,3,12,-0.13648776," [-0.30, 0.03]",-1.608178299,0.107796135,9.549537294,0.003474507,2.31642E-12,4.701481458,0.571302387
Individual Technique,Guilt induction,Immediate post,All,Intrusion-related distress,NA,no,39,1,1,1,-1.8603," [-2.61, -1.11]",-4.8520496,1.22192E-06,NA,NA,NA,NA,NA
Individual Technique,Hydrocortisone,Immediate post,All,Intrusion-related distress,NA,no,88,1,1,1,0.27399," [-0.27, 0.82]",0.991115829,0.321629025,NA,NA,NA,NA,NA
Individual Technique,Hyperventilation provocation + thought suppression,Immediate post,All,Intrusion-related distress,NA,no,120,1,1,1,-0.19314," [-0.76, 0.37]",-0.667518691,0.504440874,NA,NA,NA,NA,NA
